caption,comments1,comments,likes,timestamp,url,collection date,timespan,time,wc,log(wc),post interval,pf,sf,sf_new,saturation,revenue,posts,person,plant,cluster1,cluster2,cluster3,pfr,sfr
"𝘍𝘰𝘳𝘦𝘴𝘵 𝘉𝘭𝘰𝘴𝘴𝘰𝘮𝘴 𝘪𝘯 𝘍𝘭𝘰𝘳𝘢𝘭 𝘓𝘢𝘺𝘦𝘳𝘴.

Wandering through the winter woods, wrapped in the warmth of embroidered woollens and printed shawls. 

A slow stroll, defined by the beauty of layers and the simple joy of gathering wild blossoms. In this woodland sanctuary, the prints are as vivid as the flowers they represent.

Explore winter layers, thoughtfully crafted for the season.
.
.
.
#Fabindia #CelebrateIndia #CelebratingPeople #Winter #Winterlayers

[winter wear, woollens, shawls, cosy layers, floral prints, nature inspired, warm outfits, winter styling, layered looks, everyday winter]",0,0,2569,2025-09-06T12:30:00.000Z,https://www.instagram.com/p/DOLi4qjUFjf/,16-03-2026,06-09-2025,164,16,2.833213344,0,1,6,0,83,3.117252623,9100,0,0,,1,0,6,0
"In this recent New Zealand project, our Interior Designers anchored the living space around a minimalist corner sofa, using a neutral colour palette, low-profile forms and subtle textural details to complement views of the city skyline.

Want advice styling your home? Our Interior Designers are here to help via the link in bio.

-----------------

#DesignerLivingRoom #DanishSofa #ContemporaryInteriorDesign",66,66,2593,2025-09-20T12:30:00.000Z,https://www.instagram.com/p/DO0vh5JAgEp/,16-03-2026,20-09-2025,150,33,3.526360525,0,1,5,0,19,4.377039631,12300,1,1,,0,1,4,0
"Built for big dinners, quiet coffees, and everything in between. Classic style with expandable ease. 

Visit us in-store or shop online at www.potterybarn.in",0,0,2597,2025-09-21T18:00:58.000Z,https://www.instagram.com/p/DO3saQjAbn_/,16-03-2026,21-09-2025,147,109,4.700480366,0,1,3,0,68,2.929027677,4680,0,0,,1,0,6,0
"Bring the outdoors in with the Faux Trailing Variegated Houseplant. Perfect for creating a serene escape right at home.

Shop now!",0,0,2598,2026-01-09T18:01:00.000Z,https://www.instagram.com/p/DTS72zgDBgo/,16-03-2026,09-01-2026,38,60,4.110873864,0,0,0,0,52,4.085569209,4680,0,1,,0,1,0,0
"Summer ’25 New Arrivals

She in summer florals, he in soft, breathable cotton. 

Moving through a sun-warmed bungalow where every corner holds a trace of craft.

Clothing that doesn’t just dress the day, but belongs to it.
.
.
.
.
.
.
.
#Fabindia #Summer25 #StoriesInCotton #CraftedForTheEveryday #celebratingothers",0,0,3529,2025-09-07T18:00:42.000Z,https://www.instagram.com/p/DOTzokekxix/,16-03-2026,07-09-2025,164,109,4.700480366,1,0,0,0,110,4.140388039,4680,1,0,,0,0,0,0
"The Oakleigh Canopy Bed redefines traditional design with modern minimalism. Made in India with clean lines, a low profile, and rustic elegance that grounds your space. 
Shop in stores or online at www.potterybarn.in",30,30,3546,2025-11-02T08:04:17.000Z,https://www.instagram.com/p/DQi_QPnko_0/,16-03-2026,02-11-2025,90,57,4.060443011,0,1,7,0,29,5.142574717,4750,1,0,,1,0,11,0
"We are deeply saddened by the passing of Andrew Kassoy, co-founder of B Lab and the visionary behind the B Corp movement.
His unwavering belief that business can be a force for good, serving people and the planet, has reshaped the way many of us think about leadership and impact.

We have been fortunate to be associated with the B Corp movement for nearly a decade. In 2015, Organic India USA proudly became a Certified B Corporation and has continued to be among the top-rated B Corps globally. More recently, one of our associate company, Rangsutra Crafts, also achieved B Corp Certification becoming one of the few B Corps in India.

Being part of this powerful global community, built on the foundation of nurturing people, planet, and purpose, has been a privilege and a source of continuous inspiration. It is a movement that reflects Andrew’s visionary leadership and commitment to creating systems that serve the greater good.

Andrew’s legacy will continue to inspire purpose-driven work around the world. We are honored to carry his vision forward through our work, and we believe his impact will echo through the generations to come.

Our heartfelt condolences go out to his family, colleagues, and everyone whose lives he touched.",61,61,3548,2025-07-22T11:57:28.000Z,https://www.instagram.com/p/DMaMGz5zyfA/,16-03-2026,22-07-2025,192,30,3.433987204,0,1,6,0,1,5.016366,12300,1,1,,0,1,5,0
Hold your favorite moments close ✨ Our frames are now on sale—shop yours today!,70,70,3557,2024-10-22T07:35:00.000Z,https://www.instagram.com/p/DBaxGPLoCeJ/,16-03-2026,22-10-2024,415,22,3.135494216,1,1,0,0,38,2.61445503,12300,1,0,,1,0,5,0
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,54,54,3562,2024-12-29T19:25:00.000Z,https://www.instagram.com/p/DELIbH7yRq_/,16-03-2026,29-12-2024,357,18,2.944438979,1,2,0,0,27,4.181581082,12300,1,1,,1,1,0,0
"In these dining rooms, earth tones and textures go way beyond beige.

@mif_design
@francescagracehome
@nicorallodesigns

#mycb2",55,55,3568,2025-02-27T19:15:00.000Z,https://www.instagram.com/p/DGlm8cvp1eR/,16-03-2026,27-02-2025,293,26,3.295836866,3,1,8,0,1,0,12300,0,0,,1,1,9,0
"Add seasonal charm to your holiday tree. A modern, textured take on traditional ornaments. 

Available on www.westelm.in and in-stores.",0,0,3589,2025-02-04T08:05:00.000Z,https://www.instagram.com/p/DFpMBUQICIz/,16-03-2026,04-02-2025,324,48,3.891820298,0,0,2,0,78,4.795361322,9100,1,0,,0,1,0,0
"Time is of the essence. Our Black Friday sale is now live, offering limited-time discounts on your favorite pieces. 

Don’t miss out, shop now on www.potterybarn.in or in-stores.",52,1,3655,2026-03-16T18:00:42.000Z,https://www.instagram.com/p/DV9BCkxE1_o/,16-03-2026,16-03-2026,1,19,2.995732274,0,1,2,0,1,3.698526688,4680,1,1,,1,1,2,0
"Unveil the Timeless Beauty of Your Memories.

Shop the look on www.westelm.in or in stores now.",0,17,4780,2026-03-03T07:46:14.000Z,https://www.instagram.com/p/DVahayyiQSd/,16-03-2026,03-03-2026,4,100,4.615120517,0,1,7,0,79,1.973392959,10350,1,1,,1,1,6,0
"Still dreaming about @paige_desorbo's Upper West Side apartment (especially *that* blue sofa).

Thoughtfully curated with the help of CB2 Design Services. Tap to book your own free appointment.",45,45,4910,2025-09-18T12:30:00.000Z,https://www.instagram.com/p/DOvl_EkCKJl/,16-03-2026,18-09-2025,152,20,3.044522438,1,0,2,0,1,4.570647114,9100,1,1,,1,1,0,0
"Organic silhouettes, tactile materials and considered functionality at a price you'll love.

Part of our LIVE STYLE FOR LESS edit, the Kingston dining table and Princeton dining chair are crafted for the calm intentionality of Danish living.

Want to create a quiet luxury dining space in your home? Follow the link in our bio to shop the look.

#LiveDanish #BoConcept #MindfulDesign #QuietLuxuryHome #FunctionalLuxury",0,0,5911,2025-09-30T09:30:00.000Z,https://www.instagram.com/p/DPOK-x1CIqu/,16-03-2026,30-09-2025,138,40,3.713572067,0,1,9,0,1,4.78310861,9100,0,0,,0,1,9,0
"Crafted for durability, designed for style.

Shop the Malibu Chair on www.potterybarn.in and in-stores now.",57,57,7353,2025-08-21T12:30:00.000Z,https://www.instagram.com/p/DNnfxMFT6fs/,16-03-2026,21-08-2025,177,19,2.995732274,0,1,4,0,38,4.840078,12300,0,0,,1,0,1,0
"In collaboration with design duo Pierce & Ward, this collection blends sculptural shapes, vintage charm, and modern finishes. From bold accent tables and bentwood chairs to artful vases, each piece is crafted to elevate your space with timeless character.
 Shop the collection now!",100,100,7590,2025-09-14T12:30:00.000Z,https://www.instagram.com/p/DOlS2LbiNcx/,16-03-2026,14-09-2025,157,18,2.944438979,0,1,0,0,1,3.54410673,9100,0,1,,1,1,2,0
Gold-rimmed coupes. Studded glass. Silver trays. The makings of any good cocktail hour.,80,80,7591,2025-01-15T07:50:00.000Z,https://www.instagram.com/p/DE1qWAstWLi/,16-03-2026,15-01-2025,340,20,3.044522438,0,0,4,0,76,5.271721644,9100,1,1,,0,1,0,0
"A statement in texture, this bedding reimagines crushed velvet for contemporary bedrooms.

Shop now and save!",0,0,96,2025-11-26T08:02:51.000Z,https://www.instagram.com/p/DRgyKXdDoP7/,16-03-2026,26-11-2025,75,17,2.890371758,0,2,3,1,33,3.832221194,4750,1,1,,0,1,0,1
"Add Christmas feel to your living room with timeless layers that makes your home warm, welcoming and ready for every holiday moment. 
 
Visit in-store or shop online at www.potterybarn.in",90,90,116,2025-12-29T16:47:41.000Z,https://www.instagram.com/p/DS2sge-k56C/,16-03-2026,29-12-2025,47,138,4.934473933,0,4,6,1,246,2.98541286,10350,1,0,,1,0,0,1
"Elevate your tablescape with the timeless beauty of the Kali Marble Hurricanes. 

West Elm now open in Hyderabad. Visit us in-stores or tap to shop now!",58,58,117,2025-09-30T20:01:11.000Z,https://www.instagram.com/p/DPPOkrGDjee/,16-03-2026,30-09-2025,136,121,4.804021045,1,0,0,1,117,2.563713254,4680,0,1,,0,1,0,1
"Soft, breathable, and effortlessly stylish—the Belgian Flax Linen Comforter is the perfect layer for tranquil nights. 

Shop now",100,100,120,2025-09-30T12:30:00.000Z,https://www.instagram.com/p/DPOfe9oE80s/,16-03-2026,30-09-2025,138,22,3.135494216,2,1,5,1,55,4.581696867,12300,1,0,,0,0,8,1
"Elevated entertaining.
 Sculptural glass decanters with natural wood stoppers, crafted to impress and built to last. Ideal for whiskey, wine, or simply refining your bar.

Shop in stores or online at www.westelm.in Streamline Bar Collection Gift Hamper: https://westelm.in/product/streamline-bar-collection-gift-hamper-17150648",319,319,120,2025-03-25T07:47:41.000Z,https://www.instagram.com/p/DHnU7PYSe7R/,16-03-2026,25-03-2025,270,122,4.812184355,8,1,0,1,55,0,12300,1,0,,0,0,3,1
"On his 100th birthday, we celebrate the inspiring life and enduring vision of Shri L.C. Jain. A towering figure whose principles were forged in the Gandhian movement, Mr. Jain dedicated his early life to compassionate service, playing a vital role in the resettlement of refugees during Partition.

He was also a true champion of the artisan community, developing and nurturing India’s incredible handloom and handicraft sector. As the young leader of the Handicrafts and Handlooms Exports Corporation (HHEC) and the Central Cottage Industries Corporation, he helped put India’s crafts on the global map.

The connection between Shri L.C. Jain and Fabindia is personal and profound. Our founder, Mr. John Bissell, found a guide and friend in Mr. Jain while working at HHEC. He did more than introduce John to the vast and varied crafts of India; he became a treasured mentor whose wisdom shaped the very foundation of Fabindia’s Mission. It was also at the HHEC office that Mr. Bissell met his future wife and partner, Mrs. Bim Bissell.

We are deeply grateful for the inspired path Mr. Jain paved. His legacy of integrity, service, and commitment to India’s weavers and artisans continues to inspire every thread we weave and every pattern we print today.

Once again, it’s our privilege to celebrate the 100th Birth Anniversary of a true icon.
.
.
.
. 
#Fabindia #CelebrateIndia #CelebratingPeople #InspiringLeaders #HeritageofIndia #IncredibleIndia #Visionary",0,0,250,2026-01-19T12:30:00.000Z,https://www.instagram.com/p/DTsTuf6CIyH/,16-03-2026,19-01-2026,30,22,3.135494216,0,1,5,1,25,2.261588609,9100,1,1,,1,1,3,1
"The unwritten rules of design.

Balance the bold with the quiet. Hang art a little off center. Layer curves with structure. Edit more, style less.

#mycb2",0,0,250,2025-09-23T18:00:18.000Z,https://www.instagram.com/p/DO82Bs5jU9j/,16-03-2026,23-09-2025,145,15,2.772588722,1,3,1,1,154,0,4680,0,0,,0,1,2,1
"When you don’t want what everyone else has... we know the feeling.

Shop the new spring collection.",0,0,252,2025-10-25T07:30:55.000Z,https://www.instagram.com/p/DQOVE3zDow7/,16-03-2026,25-10-2025,102,18,2.944438979,0,1,4,1,36,0,4750,1,0,,0,0,9,1
"Experience Black Friday at West Elm. Discover incredible deals on our curated collection. 

Shop now!",0,0,254,2026-02-10T14:13:27.000Z,https://www.instagram.com/p/DUlJCb0iT_H/,16-03-2026,10-02-2026,21,50,3.931825633,1,4,4,1,33,4.446781769,10350,0,1,,0,1,1,1
"When one accent table makes all the difference. Even better when it's red marble or swirled resin.

@ispysomethingpretty

@lxs_homes

#mycb2",344,344,261,2025-10-12T07:30:55.000Z,https://www.instagram.com/p/DPs2vpwkXY4/,16-03-2026,12-10-2025,119,62,4.143134726,1,1,7,1,83,3.972775464,4750,1,1,,1,0,6,1
"The four poster bed is back.

This time, it's allover fluting that brings instant character—like crown molding in a pre-war apartment. Shop the Davison Collection by @studio_anansi, new for fall.",0,0,264,2025-10-27T18:00:31.000Z,https://www.instagram.com/p/DQUaYNLDCu9/,16-03-2026,27-10-2025,99,24,3.218875825,1,1,7,1,45,4.553324416,4680,0,1,,1,1,10,1
"Last chance to shop our BLACK WEEK offers. 

BLACK WEEK is ending – save on Danish design in our biggest sale of the year. 

Shop now via the link in bio.",88,88,267,2025-12-12T16:28:52.000Z,https://www.instagram.com/p/DSK41roCVXI/,16-03-2026,12-12-2025,62,23,3.17805383,3,4,5,1,98,4.896427,10350,0,0,,0,0,4,1
"The vintage silver barware collection you've been searching everywhere for. Spirit levels, raised.",31,31,384,2026-01-10T18:00:35.000Z,https://www.instagram.com/p/DTVgs2nFqXl/,16-03-2026,10-01-2026,38,63,4.158883083,2,1,8,1,59,4.205383347,4680,1,0,,0,0,7,1
"The Alanya Suzani Quilt brings timeless global artistry to your bedroom—with a subtle metallic touch that catches the light just right.

Shop now.",0,0,394,2026-02-12T19:01:55.000Z,https://www.instagram.com/p/DUql6s9AQbc/,16-03-2026,12-02-2026,18,32,3.496507561,1,1,0,1,88,0,4680,1,0,,1,1,0,1
"Nature-inspired hues and botanical motifs give our bedding an earthy elegance we can’t resist. 

Shop Fern Embroidered Pillows & Shams now.",0,0,398,2025-12-28T18:00:32.000Z,https://www.instagram.com/p/DS0CZ0zkqVP/,16-03-2026,28-12-2025,47,8,2.197224577,0,1,8,1,94,3.917814833,4680,0,0,,0,0,6,1
"Pour, serve, and celebrate with the Aja Bar Collection- now on sale.",72,72,403,2026-01-03T18:00:57.000Z,https://www.instagram.com/p/DTDfKjCgL7X/,16-03-2026,03-01-2026,45,112,4.727387819,1,1,7,1,112,3.165540692,4680,1,0,,0,0,4,1
"#BeatPlasticPollution

This World Environment Day, Fabindia is joining hands with the United Nations Environment Programme for a healthier future by embracing conscious, community-driven choices.

At Fabindia, sustainability isn’t a trend — it’s our tradition.
• 95–100% of our raw materials are of natural origin
• 67% of our products are made using hand-based processes
• By using 20,00,000 wooden hangers, we’ve prevented 100 metric tonnes of plastic waste
• We support over 55,000 rural artisans, creating slow, meaningful fashion that respects both people and planet

We’re committed to:
• Minimizing plastic across our supply chain
• Using biodegradable, reusable, or recycled packaging
• Offering natural, sustainable alternatives for your wardrobe, home, and personal care
• Supporting India’s craft communities — the original custodians of sustainable living
Because if we keep going the way we are, our oceans will carry more packaging than marine life.
It’s time to protect what inspires us — nature.

#worldenvironmentday #environmentday #plastic #plasticwaste #sustainable #fabindia",0,0,2040,2026-01-17T12:35:00.000Z,https://www.instagram.com/p/DTnKyHJkzyS/,16-03-2026,17-01-2026,31,24,3.218875825,0,1,9,1,1,3.838785355,12300,1,0,,1,1,6,1
"𝘈 𝘮𝘰𝘮𝘦𝘯𝘵 𝘰𝘧 𝘪𝘮𝘮𝘦𝘯𝘴𝘦 𝘱𝘳𝘪𝘥𝘦 𝘧𝘰𝘳 𝘵𝘩𝘦 𝘐𝘯𝘥𝘪𝘢𝘯 𝘤𝘳𝘢𝘧𝘵 𝘤𝘰𝘮𝘮𝘶𝘯𝘪𝘵𝘺!

We extend our heartiest congratulations to Ms. Poonam Muttreja on being appointed as the Chairperson of Dastkar.

She takes the baton from Ms. Laila Tyabji, Padma Shri awardee, Indian social worker, designer, writer, and co-founder of Dastkar, who has spent over four decades championing the hands that create. Both their journeys with Dastkar reflect a deep-rooted commitment to India’s craft communities.

As one of Dastkar’s founding members in 1981, Ms Muttreja has worked extensively across institution-building, philanthropy, innovation, teaching, mentoring, and the scaling of evidence-based programmes. She has also co-founded and led several influential organisations, including the Ashoka Foundation and the Society for Rural, Urban and Tribal Initiative (SRUTI).

As the Executive Director of the Population Foundation of India (PFI), a leading organisation advancing gender-sensitive policies and programmes, she continues to promote the health and well-being of India’s population, particularly women and young people.

At Fabindia, we celebrate her lifelong commitment to community building and social impact. Together, we continue to dream of an India where every artisan is celebrated, and every handmade tradition finds its rightful place in the sun.
.
.
.
.
#Fabindia #CelebrateIndia #CelebratingPeople #Dastkar",58,58,2040,2025-05-03T07:35:00.000Z,https://www.instagram.com/p/DJLujQSSaC6/,16-03-2026,03-05-2025,236,13,2.63905733,2,1,9,1,1,5.257018864,12300,0,0,,0,1,2,1
